Address,Postcode,Type,Status,Source,lat,long,Description
SUITE 42  BILTON INDUSTRIAL ESTATE HUMBER AVENUE CV3 1JL,CV3 1JL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.402144,-1.488508,
SUITE 3C  BILTON INDUSTRIAL ESTATE HUMBER AVENUE CV3 1JL,CV3 1JL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.402144,-1.488508,
SUITE 41  BILTON INDUSTRIAL ESTATE HUMBER AVENUE CV3 1JL,CV3 1JL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.402144,-1.488508,
UNIT A 134 STONEY STANTON ROAD CV1 4FN,CV1 4FN,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.417669,-1.500747,
65B GEORGE ELIOT ROAD CV1 4HT,CV1 4HT,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.419868,-1.504045,
SECOND FLOOR 1  EATON HOUSE EATON ROAD CV1 2FJ,CV1 2FJ,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.402155,-1.514773,
SECOND FLOOR 8 EATON ROAD CV1 2FF,CV1 2FF,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.402003,-1.514564,
ROOM IV6 G7B  COVENTRY INNOVATION VILLAGE CHEETAH ROAD CV1 2TL,CV1 2TL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.401498,-1.503581,
ROOM 4  I C E BUILDING PARKSIDE CV1 2QR,CV1 2QR,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.404015,-1.505458,
ROOM 3  INSTITUTE FOR CREATIVE ENTERPRISE PARKSIDE CV1 2QR,CV1 2QR,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.404015,-1.505458,
90 SHORT STREET CV1 2LW,CV1 2LW,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.404115,-1.503742,
FIRST FLOOR 8 HAY LANE CV1 5RF,CV1 5RF,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.407561,-1.508461,
FUJI TRADING CO LTD 228  CASHS BUSINESS CENTRE WIDDRINGTON ROAD CV1 4PB,CV1 4PB,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.421413,-1.508072,
FORUM SUITE 2  SUTHERLAND HOUSE MATLOCK ROAD CV1 4JQ,CV1 4JQ,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.423058,-1.505848,
FORUM SUITE 4  SUTHERLAND HOUSE MATLOCK ROAD CV1 4JQ,CV1 4JQ,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.423058,-1.505848,
FORUM SUITE 1  SUTHERLAND HOUSE MATLOCK ROAD CV1 4JQ,CV1 4JQ,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.423058,-1.505848,
FORUM SUITE 5  SUTHERLAND HOUSE MATLOCK ROAD CV1 4JQ,CV1 4JQ,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.423058,-1.505848,
FORUM SUITE 3  SUTHERLAND HOUSE MATLOCK ROAD CV1 4JQ,CV1 4JQ,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.423058,-1.505848,
FORUM SUITE 6  SUTHERLAND HOUSE MATLOCK ROAD CV1 4JQ,CV1 4JQ,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.423058,-1.505848,
ONE FRIARGATE CV1 2GN,CV1 2GN,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.402418,-1.513095,
SECOND FLOOR 23  BANK HOUSE WARWICK ROAD CV1 2EQ,CV1 2EQ,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.403509,-1.51343,
SUITE 5 6 THE QUADRANT CV1 2EL,CV1 2EL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.404899,-1.512891,
SUITE 3 6 THE QUADRANT CV1 2EL,CV1 2EL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.404899,-1.512891,
SUITE 2 6 THE QUADRANT CV1 2EL,CV1 2EL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.404899,-1.512891,
SUITE 1 6 THE QUADRANT CV1 2EL,CV1 2EL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.404899,-1.512891,
UNIT 9 228  CASHS BUSINESS CENTRE WIDDRINGTON ROAD CV1 4PB,CV1 4PB,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.421413,-1.508072,
UNIT 8 228  CASHS BUSINESS CENTRE WIDDRINGTON ROAD CV1 4PB,CV1 4PB,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.421413,-1.508072,
UNIT 7 228  CASHS BUSINESS CENTRE WIDDRINGTON ROAD CV1 4PB,CV1 4PB,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.421413,-1.508072,
UNIT 6 228  CASHS BUSINESS CENTRE WIDDRINGTON ROAD CV1 4PB,CV1 4PB,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.421413,-1.508072,
UNIT 5 228  CASHS BUSINESS CENTRE WIDDRINGTON ROAD CV1 4PB,CV1 4PB,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.421413,-1.508072,
UNIT 4 228  CASHS BUSINESS CENTRE WIDDRINGTON ROAD CV1 4PB,CV1 4PB,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.421413,-1.508072,
UNIT 3 228  CASHS BUSINESS CENTRE WIDDRINGTON ROAD CV1 4PB,CV1 4PB,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.421413,-1.508072,
UNIT 2 228  CASHS BUSINESS CENTRE WIDDRINGTON ROAD CV1 4PB,CV1 4PB,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.421413,-1.508072,
UNIT 1 228  CASHS BUSINESS CENTRE WIDDRINGTON ROAD CV1 4PB,CV1 4PB,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.421413,-1.508072,
SECURITY LODGE  SUTHERLAND HOUSE MATLOCK ROAD CV1 4JQ,CV1 4JQ,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.423058,-1.505848,
1ST FLR  CASTLE YARD HAY LANE CV1 5RF,CV1 5RF,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.407561,-1.508461,
BST ROOMS COVENTRY CITY COUNCIL 3  BROADGATE HOUSE UPPER PRECINCT CV1 1FS,CV1 1FS,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.407788,-1.511193,
1ST FLR COVENTRY CITY COUNCIL 3  BROADGATE HOUSE UPPER PRECINCT CV1 1FS,CV1 1FS,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.407788,-1.511193,
WEB FOCUS LTD  TECHNOCENTRE PUMA WAY CV1 2TT,CV1 2TT,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.402958,-1.504161,
UNITE STUDENTS OFFICE 1  UNITE STUDENTS FAR GOSFORD STREET CV1 5DH,CV1 5DH,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.407329,-1.49837,
FOURTH FLOOR 1  SHERBOURNE HOUSE MANOR HOUSE DRIVE CV1 2TG,CV1 2TG,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.403685,-1.512575,
FIFTH FLOOR 1  SHERBOURNE HOUSE MANOR HOUSE DRIVE CV1 2TG,CV1 2TG,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.403685,-1.512575,
THIRD FLOOR 1  SHERBOURNE HOUSE MANOR HOUSE DRIVE CV1 2TG,CV1 2TG,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.403685,-1.512575,
8-14 HARNALL ROW CV1 5DR,CV1 5DR,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.407772,-1.496984,
6 HARNALL ROW CV1 5DR,CV1 5DR,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.407772,-1.496984,
2 DOVEDALE AVENUE CV6 7AN,CV6 7AN,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.442894,-1.487707,
230 HOLBROOK LANE CV6 4DD,CV6 4DD,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.440912,-1.508288,
115 HOLBROOK LANE CV6 4DE,CV6 4DE,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.441545,-1.509178,
14 OLD CHURCH ROAD CV6 7BY,CV6 7BY,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.437461,-1.476649,
DENSO SALES UK LTD EDEN ROAD CV2 2TB,CV2 2TB,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.434445,-1.436727,
BRI HOUSE ELM COURT COPSE DRIVE CV5 9RL,CV5 9RL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.434298,-1.604669,
4 AND 5  ELM COURT COPSE DRIVE CV5 9RG,CV5 9RG,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.434173,-1.604685,
2 ELM COURT COPSE DRIVE CV5 9RG,CV5 9RG,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.434173,-1.604685,
STATUS ALARMS GROUND 1-2  VENTURE HOUSE HOLBROOK LANE CV6 4AF,CV6 4AF,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.431295,-1.506542,
25 BELL GREEN ROAD CV6 7GQ,CV6 7GQ,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.431138,-1.484166,
130 STATION STREET WEST CV6 5ND,CV6 5ND,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.430909,-1.50223,
585 FOLESHILL ROAD CV6 5JR,CV6 5JR,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.430981,-1.497846,
436D FOLESHILL ROAD CV6 5JX,CV6 5JX,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.429767,-1.498058,
434 FOLESHILL ROAD CV6 5JX,CV6 5JX,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.429767,-1.498058,
LOOKED AFTER CHILDRENS TEAM LOGAN CENTRE BROAD PARK HOUSE LOGAN ROAD CV2 1AG,CV2 1AG,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.429403,-1.456124,
FIRST FLOOR 1-7 STATION STREET EAST CV6 5FL,CV6 5FL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.428805,-1.495679,
12 STATION STREET EAST CV6 5FJ,CV6 5FJ,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.428801,-1.496856,
100 STATION STREET EAST CV6 5FN,CV6 5FN,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.42826,-1.49448,
18 STATION STREET EAST CV6 5FJ,CV6 5FJ,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.428801,-1.496856,
14-16 STATION STREET EAST CV6 5FJ,CV6 5FJ,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.428801,-1.496856,
459 FOLESHILL ROAD CV6 5AQ,CV6 5AQ,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.426607,-1.501146,
WHITTLE HOUSE COURTAULDS WAY CV6 5NX,CV6 5NX,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.424701,-1.503109,
UNIT 10 STAR INDUSTRIAL PARK BODMIN ROAD CV2 5DB,CV2 5DB,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.418299,-1.448159,
3 THREE SPIRES AVENUE CV6 1LE,CV6 1LE,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.420061,-1.529173,
252 STONEY STANTON ROAD CV1 4FP,CV1 4FP,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.418957,-1.499027,
77-79 MOSELEY AVENUE CV6 1HR,CV6 1HR,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.41771,-1.526292,
88 MOSELEY AVENUE CV6 1AA,CV6 1AA,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.416887,-1.526795,
507 WALSGRAVE ROAD CV2 4AG,CV2 4AG,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.414432,-1.471584,
505 WALSGRAVE ROAD CV2 4AG,CV2 4AG,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.414432,-1.471584,
12A COVENTRY CANAL BASIN ST NICHOLAS STREET CV1 4LY,CV1 4LY,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.413632,-1.511649,
10A COVENTRY CANAL BASIN ST NICHOLAS STREET CV1 4LY,CV1 4LY,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.413632,-1.511649,
25 ST COLUMBAS CLOSE CV1 4BX,CV1 4BX,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.413564,-1.514349,
THOMAS YEOMAN HOUSE COVENTRY CANAL BASIN ST NICHOLAS STREET CV1 4LY,CV1 4LY,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.413632,-1.511649,
67 HARNALL LANE EAST CV1 5AG,CV1 5AG,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.415908,-1.498782,
403 WALSGRAVE ROAD CV2 4AH,CV2 4AH,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.412836,-1.472559,
FIRST FLOOR 314 WALSGRAVE ROAD CV2 4BL,CV2 4BL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.411114,-1.473506,
1A OFFICE VINCENT WYLES HOUSE ATTOXHALL ROAD CV2 5NF,CV2 5NF,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.410614,-1.454356,
2 BRAYS LANE CV2 4DZ,CV2 4DZ,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.41041,-1.480982,
FIRST AND SECOND FLOOR 6 LOWER FORD STREET CV1 5QJ,CV1 5QJ,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.410396,-1.502755,
122 FORFIELD ROAD CV6 1FS,CV6 1FS,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.421615,-1.54267,
452 FOLESHILL ROAD CV6 5LB,CV6 5LB,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.430761,-1.497208,
83A HOLYHEAD ROAD CV1 3AA,CV1 3AA,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.410029,-1.52062,
42-44 HILL STREET CV1 4AN,CV1 4AN,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.409442,-1.515511,
53 WALSGRAVE ROAD CV2 4HE,CV2 4HE,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.40937,-1.489756,
12 IRONMONGER ROW CV1 1FD,CV1 1FD,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.409126,-1.510913,
8 IRONMONGER ROW CV1 1ES,CV1 1ES,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.409171,-1.510898,
1 STEEPLE HOUSE PERCY STREET CV1 3BY,CV1 3BY,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.409101,-1.519969,
CATHEDRAL LANES MANAGEMENT CATHEDRAL LANES SHOPPING CENTRE BROADGATE CV1 1LL,CV1 1LL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.407755,-1.509767,
17 ALLESLEY OLD ROAD CV5 8BU,CV5 8BU,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.408142,-1.532034,
2 HEARSALL LANE CV5 6QR,CV5 6QR,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.407858,-1.530611,
SECOND FLOOR BROADGATE HOUSE BROADGATE CV1 1NG,CV1 1NG,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.407788,-1.511193,
FOURTH FLOOR BROADGATE HOUSE BROADGATE CV1 1NG,CV1 1NG,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.407788,-1.511193,
29 MOMUS BOULEVARD CV2 5NA,CV2 5NA,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.406975,-1.468689,
FIRST FLOOR 29 MOMUS BOULEVARD CV2 5NA,CV2 5NA,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.406975,-1.468689,
94 MARLBOROUGH ROAD CV2 4ER,CV2 4ER,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.40745,-1.484427,
11 BAYLEY LANE CV1 5RN,CV1 5RN,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.407709,-1.507671,
3 CASTLE YARD HAY LANE CV1 5RF,CV1 5RF,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.407561,-1.508461,
128 CLAY LANE CV2 4LT,CV2 4LT,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.413942,-1.482808,
69-71 HEARSALL LANE CV5 6HF,CV5 6HF,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.407291,-1.530573,
226 GULSON ROAD CV1 2JD,CV1 2JD,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.406496,-1.492479,
SOUTH OF THREE SPIRES GARAGE HEARSALL LANE CV5 6HH,CV5 6HH,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.405981,-1.533468,
FLAT A 17 STARLEY ROAD CV1 3JU,CV1 3JU,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.405744,-1.516948,
7 WARWICK ROW CV1 1EX,CV1 1EX,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.405163,-1.513697,
59 MELBOURNE ROAD CV5 6JN,CV5 6JN,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.404501,-1.529662,
5 THE QUADRANT CV1 2EL,CV1 2EL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.404899,-1.512891,
2 SHERIFFS ORCHARD CV1 3PP,CV1 3PP,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.404928,-1.515208,
16  HOLT COURT WARWICK ROW CV1 1EX,CV1 1EX,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.405163,-1.513697,
383 BROAD LANE CV5 7AX,CV5 7AX,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.412287,-1.585122,
6 QUEEN VICTORIA ROAD CV1 3JH,CV1 3JH,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.40485,-1.515899,
43 QUEENS ROAD CV1 3EH,CV1 3EH,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.404689,-1.518444,
8-9 THE QUADRANT CV1 2EG,CV1 2EG,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.404649,-1.512947,
5 ALBANY ROAD CV5 6JQ,CV5 6JQ,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.404628,-1.523757,
30 WARWICK ROW CV1 1EY,CV1 1EY,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.404469,-1.515095,
17A QUEENS ROAD CV1 3DH,CV1 3DH,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.40423,-1.518243,
15 QUEENS ROAD CV1 3DE,CV1 3DE,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.404173,-1.517524,
1150 ELLIOTT COURT HERALD AVENUE CV5 6UB,CV5 6UB,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.403256,-1.55239,
CABIN STUDIOS LTD 82 LONDON ROAD CV1 2JT,CV1 2JT,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.402772,-1.50065,
1110 ELLIOTT COURT HERALD AVENUE CV5 6UB,CV5 6UB,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.403256,-1.55239,
1170 ELLIOTT COURT HERALD AVENUE CV5 6UB,CV5 6UB,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.403256,-1.55239,
1180 ELLIOTT COURT HERALD AVENUE CV5 6UB,CV5 6UB,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.403256,-1.55239,
171 EARLSDON AVENUE NORTH CV5 6GN,CV5 6GN,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.40231,-1.532669,
FIRST FLOOR 8 EATON ROAD CV1 2FF,CV1 2FF,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.402003,-1.514564,
UNIT 3 GARDEN COURT BINLEY BUSINESS PARK HARRY WESTON ROAD CV3 2SU,CV3 2SU,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.401386,-1.440072,
141 ALBANY ROAD CV5 6ND,CV5 6ND,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.400975,-1.527112,
CHEYLESMORE HOUSE QUINTON ROAD CV1 2WT,CV1 2WT,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.400997,-1.508122,
UNIT 25 OAK TREE COURT BINLEY BUSINESS PARK HARRY WESTON ROAD CV3 2UN,CV3 2UN,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.399831,-1.441908,
1 WARWICK STREET CV5 6ET,CV5 6ET,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.39912,-1.533442,
UNIT 1 MIDLANDS DISTRICT SERVICE CENTRE BINLEY BUSINESS PARK HARRY WESTON ROAD CV3 2TQ,CV3 2TQ,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.400744,-1.442969,
FIRST FLOOR REAR 53 WARWICK STREET CV5 6ET,CV5 6ET,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.39912,-1.533442,
16 WARWICK STREET CV5 6ET,CV5 6ET,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.39912,-1.533442,
66-70  FIRST AND SECOND FLOORS EARLSDON STREET CV5 6EJ,CV5 6EJ,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.398679,-1.533045,
16A PROVIDENCE STREET CV5 6ED,CV5 6ED,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.398288,-1.531947,
65 EARLSDON STREET CV5 6EL,CV5 6EL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.398176,-1.533197,
38 PROVIDENCE STREET CV5 6JU,CV5 6JU,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.402925,-1.526797,
111 BERKELEY ROAD SOUTH CV5 6EF,CV5 6EF,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.398067,-1.530568,
FIRST FLOOR 219-221 TORRINGTON AVENUE CV4 9AP,CV4 9AP,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.398079,-1.569549,
UNIT 13 BOW COURT FLETCHWORTH GATE CV5 6SP,CV5 6SP,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.396667,-1.551995,
UNIT 12 BOW COURT FLETCHWORTH GATE CV5 6SP,CV5 6SP,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.396667,-1.551995,
UNIT 10 BOW COURT FLETCHWORTH GATE CV5 6SP,CV5 6SP,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.396667,-1.551995,
UNIT 1 BOW COURT FLETCHWORTH GATE CV5 6SP,CV5 6SP,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.396667,-1.551995,
UNIT 11 219  MAGUIRE INDUSTRIAL ESTATE TORRINGTON AVENUE CV4 9HN,CV4 9HN,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.397446,-1.581033,
UNIT 6 BOW COURT FLETCHWORTH GATE CV5 6SP,CV5 6SP,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.396667,-1.551995,
SECOND FLOOR 21-22  WARWICK GATE WARWICK ROW CV1 1ET,CV1 1ET,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.404727,-1.514548,
ROOM 8  PALMER HOUSE PALMER LANE CV1 1FN,CV1 1FN,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.410249,-1.51068,
ROOM 2  PALMER HOUSE PALMER LANE CV1 1FN,CV1 1FN,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.410249,-1.51068,
ROOM 9  PALMER HOUSE PALMER LANE CV1 1FN,CV1 1FN,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.410249,-1.51068,
ROOM 10  PALMER HOUSE PALMER LANE CV1 1FN,CV1 1FN,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.410249,-1.51068,
ROOM 11  PALMER HOUSE PALMER LANE CV1 1FN,CV1 1FN,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.410249,-1.51068,
ROOM 7  PALMER HOUSE PALMER LANE CV1 1FN,CV1 1FN,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.410249,-1.51068,
ROOM 3  PALMER HOUSE PALMER LANE CV1 1FN,CV1 1FN,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.410249,-1.51068,
FIRST FLOOR 18 MARKET WAY CV1 1DL,CV1 1DL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.407177,-1.513434,
GROUND FLOOR 18 MARKET WAY CV1 1DL,CV1 1DL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.407177,-1.513434,
GROUND FLOOR UNIT 4 LEOFRIC COURT PROGRESS WAY CV3 2NT,CV3 2NT,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.394165,-1.437791,
167-169 DAVENTRY ROAD CV3 5HF,CV3 5HF,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.394466,-1.505021,
13 BRIDGE HOUSE HOLBROOK LANE CV6 4AD,CV6 4AD,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.434332,-1.506229,
2 THE QUADRANT CV1 2EL,CV1 2EL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.404899,-1.512891,
194C WINSFORD AVENUE CV5 9NB,CV5 9NB,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.416283,-1.563824,
77 CANLEY ROAD CV5 6BH,CV5 6BH,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.401259,-1.544526,
115A FAR GOSFORD STREET CV1 5EA,CV1 5EA,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.407862,-1.494507,
ROOM IV6 2.4 COVENTRY INNOVATION VILLAGE CHEETAH ROAD CV1 2TL,CV1 2TL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.401498,-1.503581,
ROOM IV6 1.7 COVENTRY INNOVATION VILLAGE CHEETAH ROAD CV1 2TL,CV1 2TL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.401498,-1.503581,
ROOM IV6 1.6 COVENTRY INNOVATION VILLAGE CHEETAH ROAD CV1 2TL,CV1 2TL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.401498,-1.503581,
ROOM IV6 1.5 COVENTRY INNOVATION VILLAGE CHEETAH ROAD CV1 2TL,CV1 2TL,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,52.401498,-1.503581,
